question_id,来源,题型,题干,选项,答案,解析,知识点ID,题型ID,常见错因ID,难度
Q_TRI_384,原创（基于PDF题型）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知∠BAC=60°，AB=4，AC=6，AD是∠BAC的平分线，交BC于点D，则AD=____。,,12√3/5,由角平分线定理BD/DC=AB/AC=4/6=2/3。BC²=AB²+AC²-2·AB·AC·cos60°=16+36-2·4·6·1/2=52-24=28，BC=2√7。BD=(2/5)·2√7=4√7/5。在△ABD中，由余弦定理AD²=AB²+BD²-2·AB·BD·cosB。cosB=(AB²+BC²-AC²)/(2·AB·BC)=(16+28-36)/(2·4·2√7)=8/(16√7)=1/(2√7)。AD²=16+(16·7/25)-2·4·(4√7/5)·(1/(2√7))=16+112/25-16/5=16+112/25-80/25=16+32/25=432/25，AD=12√3/5。,K_TRI_019,T_TRI_019,E-STR-007,4
Q_TRI_385,原创（基于PDF题型）,填空题,在△ABC中，已知BC=15，AB:AC=7:8，sinB=4√3/7，则BC边上的高AD=____。,,12√3,设AB=7k，AC=8k。由正弦定理AC/sinB=AB/sinC，得8k/(4√3/7)=7k/sinC，14k/√3=7k/sinC，sinC=√3/2，C=60°（因B为锐角，取C=60°）。sinA=sin(120°-B)=sin120°cosB-cos120°sinB=(√3/2)(1/7)+(1/2)(4√3/7)=√3/14+2√3/7=5√3/14。由正弦定理BC/sinA=AB/sinC，得15/(5√3/14)=7k/(√3/2)，42/√3=14k/√3，k=3。AB=21，高AD=AB·sinB=21·4√3/7=12√3。,K_TRI_020,T_TRI_011,E-MOD-007|E-STR-008,3
Q_TRI_386,2014·广东高考真题,填空题,在△ABC中，角A，B，C所对应的边分别为a，b，c，已知bcosC+ccosB=2b，则a/b=____。,,2,由射影定理a=bcosC+ccosB，已知bcosC+ccosB=2b，所以a=2b，a/b=2。,K_TRI_040,T_TRI_018,E-CAL-008|E-FOM-001,3
Q_TRI_387,原创（基于PDF题型）,填空题,如图，在△ABC中，D是BC上的一点。已知∠B=60°，AD=2，AC=√10，DC=√2，则AB=____。,,2√6/3,在△ADC中，由余弦定理cos∠ADC=(AD²+DC²-AC²)/(2·AD·DC)=(4+2-10)/(2·2·√2)=(-4)/(4√2)=-√2/2，所以∠ADC=135°，∠ADB=45°。在△ABD中，∠B=60°，∠ADB=45°，所以∠BAD=75°。由正弦定理AB/sin∠ADB=AD/sinB，得AB/sin45°=2/sin60°，AB/(√2/2)=2/(√3/2)，AB=2·(√2/2)/(√3/2)=2√6/3。,K_TRI_024,T_TRI_014,E-MOD-012|E-LOG-007,4
Q_TRI_388,原创（基于PDF题型）,填空题,如图所示，在四边形ABCD中，AD⊥CD，AD=10，AB=14，∠BDA=60°，∠BCD=135°，则BC=____。,,8√2,在△ABD中，由余弦定理AB²=AD²+BD²-2·AD·BD·cos∠BDA，得196=100+BD²-2·10·BD·cos60°，196=100+BD²-10BD，BD²-10BD-96=0，解得BD=16（舍去负根）。在△BCD中，∠BDC=90°-60°=30°，∠BCD=135°，所以∠DBC=15°。由正弦定理BC/sin∠BDC=BD/sin∠BCD，得BC/sin30°=16/sin135°，BC/(1/2)=16/(√2/2)，BC=16·(1/2)/(√2/2)=8√2。,K_TRI_025,T_TRI_014,E-MOD-012|E-LOG-007,4
Q_TRI_389,原创（基于PDF题型）,填空题,在△ABC中，D是BC边上一点，已知AB=5，AC=4，BD=2，DC=3，求AD的长度。,,√385/5,设AD=x。在△ABD中，cos∠ADB=(x²+4-25)/(4x)=(x²-21)/(4x)。在△ACD中，cos∠ADC=(x²+9-16)/(6x)=(x²-7)/(6x)。因为∠ADB+∠ADC=180°，所以cos∠ADB=-cos∠ADC，即(x²-21)/(4x)=-(x²-7)/(6x)，3(x²-21)=-2(x²-7)，3x²-63=-2x²+14，5x²=77，x²=77/5，AD=√(77/5)=√385/5。,K_TRI_026,T_TRI_024,E-MOD-012,4
Q_TRI_390,原创（基于PDF题型）,填空题,在△ABC中，G是重心，已知GA=3，GB=4，GC=5，求△ABC的面积。,,18,延长AG到M，使GM=AG=3，连接BM、CM。因为G是重心，AG:GD=2:1，D是BC中点，所以GD=1.5，GM=3，GD:GM=1:2。又BD=DC，所以四边形BMCM是平行四边形，BM=GC=5，CM=GB=4。在△GMB中，GM=3，GB=4，BM=5，所以△GMB是直角三角形，∠BGM=90°，S△GMB=1/2·3·4=6。因为G是重心，S△ABC=3S△GBC，又S△GBC=S△GMB（等底等高），所以S△ABC=3·6=18。,K_TRI_031,T_TRI_028,E-CON-006|E-FOM-010,4
Q_TRI_391,原创（基于PDF题型）,填空题,在△ABC中，H是垂心，已知∠BAC=60°，BC=2√3，求AH的长度。,,2,设外接圆半径为R，由正弦定理BC/sinA=2R，即2√3/sin60°=2R，2√3/(√3/2)=2R，4=2R，R=2。因为H是垂心，由垂心性质AH=2RcosA（可通过外接圆证明：延长AH交外接圆于E，则HE=2RcosA，且H与E关于BC对称，故AH=HE=2RcosA），所以AH=2·2·cos60°=4·1/2=2。,K_TRI_033,T_TRI_029,E-CON-008,5
Q_TRI_392,原创（基于PDF题型）,填空题,在△ABC中，已知a=3，b=4，c=5，求△ABC外接圆的半径R。,,5/2,因为a²+b²=9+16=25=c²，所以△ABC是直角三角形，C=90°。直角三角形的外接圆圆心在斜边中点，半径R=c/2=5/2。验证：由正弦定理c/sinC=2R，5/sin90°=2R，5=2R，R=5/2。,K_TRI_022,T_TRI_012,E-CON-003|E-CON-004|E-MOD-008|E-MOD-009,3
Q_TRI_393,原创（基于PDF题型）,填空题,已知等腰三角形的底边长为6，一腰长为12，求它的内切圆面积。,,27π/5,等腰三角形底边a=6，腰b=c=12。半周长p=(6+12+12)/2=15。面积S=√[p(p-a)(p-b)(p-c)]=√[15·9·3·3]=√(15·81)=9√15。内切圆半径r=S/p=9√15/15=3√15/5。内切圆面积=πr²=π·(9·15/25)=27π/5。,K_TRI_023,T_TRI_013,E-FOM-011|E-CAL-008,3
Q_TRI_394,2020·全国Ⅰ高考真题,填空题,如图，在三棱锥P-ABC的平面展开图中，AC=1，AB=AD=√3，AB⊥AC，AB⊥AD，∠CAE=30°，则cos∠FCB=____。,,-1/4,在△ABC中，AB=√3，AC=1，AB⊥AC，所以BC=√(AB²+AC²)=√(3+1)=2。在△ABD中，AB=AD=√3，AB⊥AD，所以BD=√(3+3)=√6。在△ACE中，AC=1，AE=AD=√3，∠CAE=30°，由余弦定理CE²=AC²+AE²-2·AC·AE·cos30°=1+3-2·1·√3·(√3/2)=4-3=1，CE=1。在△BCF中，BC=2，BF=BD=√6，CF=CE=1，由余弦定理cos∠FCB=(BC²+CF²-BF²)/(2·BC·CF)=(4+1-6)/(2·2·1)=(-1)/4=-1/4。,K_TRI_037,T_TRI_017,E-MOD-014,5
Q_TRI_395,原创（基于PDF题型）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知a=2，A=π/3，求△ABC周长的最大值。,,6,由正弦定理a/sinA=2R，2/(√3/2)=2R，R=2/√3。b=2RsinB=(4/√3)sinB，c=2RsinC=(4/√3)sinC=(4/√3)sin(2π/3-B)。周长L=a+b+c=2+(4/√3)[sinB+sin(2π/3-B)]=2+(4/√3)[sinB+sin2π/3cosB-cos2π/3sinB]=2+(4/√3)[(3/2)sinB+(√3/2)cosB]=2+(4/√3)·√3·sin(B+π/6)=2+4sin(B+π/6)。因为0<B<2π/3，所以π/6<B+π/6<5π/6，sin(B+π/6)≤1，当B=π/3时取最大值。所以L≤2+4=6，周长最大值为6。,K_TRI_036,T_TRI_015,E-CAL-012,5
Q_TRI_396,原创（基于PDF题型）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知a=2，A=π/3，求b+c的取值范围。,,"(2,4]","由正弦定理b/sinB=c/sinC=a/sinA=2/(√3/2)=4/√3。b+c=(4/√3)(sinB+sinC)=(4/√3)[sinB+sin(2π/3-B)]=(4/√3)[sinB+sin2π/3cosB-cos2π/3sinB]=(4/√3)[(3/2)sinB+(√3/2)cosB]=4sin(B+π/6)。因为0<B<2π/3，所以π/6<B+π/6<5π/6，sin(B+π/6)∈(1/2,1]，所以b+c∈(2,4]。",K_TRI_035,T_TRI_016,E-LOG-009,5
Q_TRI_397,原创（基于PDF题型）,填空题,在锐角△ABC中，角A，B，C的对边分别为a，b，c，已知a=2，A=π/3，求△ABC面积的取值范围。,,"(2√3/3,√3]","由正弦定理b=4/√3sinB，c=4/√3sinC=4/√3sin(2π/3-B)。面积S=1/2bcsinA=√3/4bc=√3/4·(16/3)sinBsin(2π/3-B)=(4√3/3)sinBsin(2π/3-B)。因为△ABC是锐角三角形，0<B<π/2，0<C=2π/3-B<π/2，即π/6<B<π/2。化简S=(2√3/3)[cos(2B-2π/3)+1/2]。因为π/6<B<π/2，所以-π/3<2B-2π/3<π/3，cos(2B-2π/3)∈(1/2,1]，所以S∈(2√3/3,√3]。",K_TRI_038,T_TRI_030,E-LOG-010,5
Q_TRI_398,原创（基于PDF题型）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知A=π/3，a=√3，求2b-c的取值范围。,,"(-√3,2√3)","由正弦定理b=2sinB，c=2sinC=2sin(2π/3-B)。2b-c=4sinB-2sin(2π/3-B)=4sinB-2(sin2π/3cosB-cos2π/3sinB)=4sinB-2(√3/2cosB+1/2sinB)=4sinB-√3cosB-sinB=3sinB-√3cosB=2√3sin(B-π/6)。因为0<B<2π/3，所以-π/6<B-π/6<π/2，sin(B-π/6)∈(-1/2,1)，所以2b-c∈(-√3,2√3)。",K_TRI_039,T_TRI_031,E-STR-012,5
Q_TRI_399,原创（基于PDF题型）,填空题,在△ABC中，已知向量AB·AC=9，|AB|=3，|AC|=5，求BC的长度。,,4,由向量数量积公式AB·AC=|AB||AC|cosA=3·5·cosA=15cosA=9，所以cosA=3/5。由余弦定理BC²=AB²+AC²-2·AB·AC·cosA=9+25-2·3·5·(3/5)=34-18=16，所以BC=4。,K_TRI_047,T_TRI_034,E-MOD-015,4
Q_TRI_400,原创（基于PDF题型）,解答题,在△ABC中，角A，B，C的对边分别为a，b，c，求证：a²+b²+c²=2(bccosA+accosB+abcosC)。,,证明见解析,由余弦定理，a²=b²+c²-2bccosA，b²=a²+c²-2accosB，c²=a²+b²-2abcosC。三式相加得a²+b²+c²=2(a²+b²+c²)-2(bccosA+accosB+abcosC)，移项得2(bccosA+accosB+abcosC)=a²+b²+c²，即a²+b²+c²=2(bccosA+accosB+abcosC)，证毕。,K_TRI_044,T_TRI_032,E-LOG-011,4
Q_TRI_401,原创（基于PDF题型）,填空题,在△ABC中，已知A=30°，B=70°，则C=____。,,80°,由三角形内角和定理，A+B+C=180°，所以C=180°-30°-70°=80°。,K_TRI_001|K_TRI_002,T_TRI_001,E-CAL-001|E-CON-001|E-LOG-001|E-MOD-001,1
Q_TRI_402,原创（基于PDF题型）,解答题,在△ABC中，求证：a=bcosC+ccosB。,,证明见解析,由余弦定理，bcosC+ccosB=b·(a²+b²-c²)/(2ab)+c·(a²+c²-b²)/(2ac)=(a²+b²-c²)/(2a)+(a²+c²-b²)/(2a)=(2a²)/(2a)=a，所以a=bcosC+ccosB，证毕。,K_TRI_040,T_TRI_018,E-CAL-001|E-FOM-001,3
Q_TRI_403,原创（基于PDF题型）,填空题,在圆内接四边形ABCD中，已知AB=3，BC=4，CD=5，DA=6，求AC的长度。,,√1729/7,因为ABCD是圆内接四边形，所以∠ABC+∠ADC=180°，cos∠ABC=-cos∠ADC。在△ABC中，AC²=AB²+BC²-2·AB·BC·cos∠ABC=9+16-24cos∠ABC=25-24cos∠ABC。在△ADC中，AC²=AD²+DC²-2·AD·DC·cos∠ADC=36+25-60cos∠ADC=61-60cos∠ADC=61+60cos∠ABC。所以25-24cos∠ABC=61+60cos∠ABC，-84cos∠ABC=36，cos∠ABC=-3/7。AC²=25-24·(-3/7)=25+72/7=247/7，AC=√(247/7)=√1729/7。,K_TRI_029,T_TRI_025,E-MOD-013,4
Q_TRI_404,原创（基于PDF题型）,填空题,在△ABC中，已知O是外心，AB=5，AC=7，BC=8，求外接圆半径R。,,7√3/3,由余弦定理，cosA=(AB²+AC²-BC²)/(2·AB·AC)=(25+49-64)/(2·5·7)=10/70=1/7，sinA=√(1-1/49)=√(48/49)=4√3/7。由正弦定理，BC/sinA=2R，8/(4√3/7)=2R，14/√3=2R，R=7/√3=7√3/3。,K_TRI_032,T_TRI_029,E-CON-007,4
Q_TRI_405,原创（基于PDF题型）,填空题,在△ABC中，已知I是内心，AB=5，AC=7，BC=8，求内切圆半径r。,,√3,半周长p=(5+7+8)/2=10。由海伦公式，面积S=√[p(p-a)(p-b)(p-c)]=√[10·5·3·2]=√300=10√3。内切圆半径r=S/p=10√3/10=√3。,K_TRI_034,T_TRI_013,E-FOM-011,4
Q_TRI_406,原创（基于PDF题型）,解答题,在圆内接四边形ABCD中，求证：AC·BD=AB·CD+AD·BC（托勒密定理）。,,证明见解析,在AC上取点E，使∠ABE=∠DBC。因为∠BAE=∠BDC（同弧BC），所以△ABE∽△DBC，AB/BD=AE/CD，AB·CD=BD·AE。又因为∠ABD=∠EBC，∠ADB=∠ECB（同弧AB），所以△ABD∽△EBC，AD/EC=BD/BC，AD·BC=BD·EC。两式相加得AB·CD+AD·BC=BD·(AE+EC)=BD·AC，即AC·BD=AB·CD+AD·BC，证毕。,K_TRI_041,T_TRI_033,E-FOM-009|E-LOG-011,5
Q_TRI_407,原创（基于PDF题型）,解答题,在△ABC中，D、E、F分别在BC、CA、AB上，且AD、BE、CF交于一点P，求证：(BD/DC)·(CE/EA)·(AF/FB)=1（塞瓦定理）。,,证明见解析,由面积比，BD/DC=S△ABD/S△ACD=S△PBD/S△PCD=(S△ABD-S△PBD)/(S△ACD-S△PCD)=S△ABP/S△ACP。同理，CE/EA=S△BCP/S△ABP，AF/FB=S△ACP/S△BCP。三式相乘得(BD/DC)·(CE/EA)·(AF/FB)=(S△ABP/S△ACP)·(S△BCP/S△ABP)·(S△ACP/S△BCP)=1，证毕。,K_TRI_042,T_TRI_033,E-FOM-009,5
Q_TRI_408,原创（基于PDF题型）,解答题,在△ABC中，D、E、F分别在BC、CA、AB或其延长线上，且D、E、F共线，求证：(BD/DC)·(CE/EA)·(AF/FB)=1（梅涅劳斯定理）。,,证明见解析,过C作CG∥DF交AB于G。由平行线分线段成比例，BD/DC=BF/FG，CE/EA=GF/FA。两式相乘得(BD/DC)·(CE/EA)=(BF/FG)·(GF/FA)=BF/FA。所以(BD/DC)·(CE/EA)·(AF/FB)=(BF/FA)·(AF/FB)=1，证毕。,K_TRI_043,T_TRI_033,E-FOM-009|E-LOG-011,5
Q_TRI_409,原创（基于PDF题型）,解答题,在△ABC中，已知a=2，A=π/3，求函数f(B)=sinB+√3cosB的最大值及此时B的值。,,最大值2，B=π/6,f(B)=sinB+√3cosB=2sin(B+π/3)。因为0<B<2π/3，所以π/3<B+π/3<π，sin(B+π/3)≤1，当B+π/3=π/2即B=π/6时取最大值。所以f(B)max=2，此时B=π/6。,K_TRI_046|K_TRI_014,T_TRI_035,E-CAL-010|E-CON-009|E-FOM-008|E-MOD-005|E-STR-004|E-STR-008,5
Q_TRI_410,2025·全国二卷·高考真题,选择题,在△ABC中，BC=2，AC=1+√3，AB=√6，则A=（ ）,A.45°|B.60°|C.120°|D.135°,A,①由余弦定理cosA=(AB²+AC²-BC²)/(2·AB·AC)；②代入：AB²=6，AC²=(1+√3)²=4+2√3，BC²=4，分子=6+4+2√3-4=6+2√3；分母=2·√6·(1+√3)=2√6(1+√3)；③化简得cosA=√2/2；④因为0°<A<180°，所以A=45°。,K_TRI_003,T_TRI_001,E-CAL-001|E-CAL-002|E-FOM-001|E-MOD-001,2
Q_TRI_411,2025·北京·高考真题,解答题,在△ABC中，cosA=-1/3，asinC=4√2。(1)求c的值；(2)再从条件①a=6、条件②asinB=10√2/3、条件③△ABC面积为10√2中选择一个作为已知，使△ABC存在，求BC边上的高。,,(1)c=6；(2)选①不存在，选②③高为20√2/9,(1)①由cosA=-1/3得sinA=2√2/3；②由正弦定理asinC=csinA=(2√2/3)c=4√2，解得c=6。(2)选①：a=6=c则C=A，两角均为钝角矛盾，三角形不存在；选②：①sinB/sinC=5/6，由正弦定理b/c=5/6得b=5；②余弦定理a=√(25+36-2·5·6·(-1/3))=9；③等面积法(1/2)·5·6·(2√2/3)=(1/2)·9·AD，得AD=20√2/9；选③：由面积(1/2)·b·6·(2√2/3)=10√2得b=5，同理a=9，AD=20√2/9。,K_TRI_049|K_TRI_020,T_TRI_036,E-MOD-007|E-STR-008|E-STR-014,5
Q_TRI_412,2025·天津·高考真题,解答题,"在△ABC中，角A,B,C对边为a,b,c，已知asinB=√3·bcosA，c-2b=1，a=√7。(1)求A；(2)求c；(3)求sin(A+2B)。",,(1)π/3；(2)c=3；(3)4√3/7,(1)①由正弦定理asinB=bsinA=√3·bcosA，得tanA=√3，A=π/3；(2)①c=2b+1代入余弦定理a²=b²+c²-2bccosA：7=b²+(2b+1)²-b(2b+1)=3b²+3b+1；②解得b=1（舍去-2），c=3；(3)①sinB=bsinA/a=√21/14，cosB=5√7/14；②sin2B=2sinBcosB=5√3/14，cos2B=1-2sin²B=11/14；③sin(A+2B)=sinAcos2B+cosAsin2B=(√3/2)(11/14)+(1/2)(5√3/14)=4√3/7。,K_TRI_013|K_TRI_015,T_TRI_020,E-CAL-006|E-CAL-007|E-CAL-009|E-CON-003|E-FOM-005|E-LOG-005|E-LOG-007|E-LOG-008,4
Q_TRI_413,2024·全国甲卷·高考真题,选择题,"在△ABC中，内角A,B,C对边为a,b,c，若B=π/3，b²=(9/4)ac，则sinA+sinC=（ ）",A.2√39/13|B.√39/13|C.√7/2|D.3√13/13,C,①由正弦定理b²=(9/4)ac化为sin²B=(9/4)sinAsinC，得sinAsinC=(4/9)·(3/4)=1/3；②由余弦定理b²=a²+c²-ac=(9/4)ac，得a²+c²=(13/4)ac；③正弦定理得sin²A+sin²C=(13/4)sinAsinC=13/12；④(sinA+sinC)²=13/12+2/3=7/4，因为sinA+sinC>0，所以sinA+sinC=√7/2。,K_TRI_002|K_TRI_004,T_TRI_002,E-CAL-001|E-CON-001|E-CON-002|E-LOG-002|E-MOD-001,4
Q_TRI_414,2024·新课标Ⅱ卷·高考真题,解答题,"记△ABC内角A,B,C对边为a,b,c，已知sinA+√3cosA=2。(1)求A；(2)若a=2，2bsinC=csin2B，求△ABC的周长。",,(1)π/6；(2)2+√6+3√2,"(1)①辅助角公式：(1/2)sinA+(√3/2)cosA=1，即sin(A+π/3)=1；②A+π/3∈(π/3,4π/3)，故A+π/3=π/2，A=π/6；(2)①2bsinC=csin2B由正弦定理化为2sinBsinC=2sinCsinBcosB，得cosB=√2/2，B=π/4；②C=π-π/6-π/4=7π/12，sinC=sin(A+B)=(√2+√6)/4；③正弦定理a/sinA=4，b=4sinπ/4=2√2，c=4sin7π/12=√6+√2；④周长=2+2√2+√6+√2=2+√6+3√2。",K_TRI_014|K_TRI_009,T_TRI_021,E-CAL-004|E-CAL-010|E-FOM-008|E-MOD-005|E-STR-002|E-STR-004|E-STR-008,4
Q_TRI_415,2024·广东江苏·高考真题,解答题,"记△ABC内角A,B,C对边为a,b,c，已知sinC=√2cosB，a²+b²-c²=√2ab。(1)求B；(2)若△ABC面积为3+√3，求c。",,(1)π/3；(2)2√2,(1)①由余弦定理a²+b²-c²=2abcosC=√2ab，得cosC=√2/2，C=π/4，sinC=√2/2；②sinC=√2cosB得cosB=1/2，B=π/3；(2)①A=π-π/3-π/4=5π/12，sinA=sin(π/4+π/6)=(√6+√2)/4；②正弦定理a=(√3+1)c/2，b=√6c/2；③S=(1/2)absinC=(3+√3)c²/8=3+√3，解得c²=8，c=2√2。,K_TRI_003|K_TRI_008,T_TRI_001,E-CAL-001|E-CAL-002|E-FOM-001|E-MOD-001|E-MOD-003|E-STR-001,4
Q_TRI_416,2024·天津·高考真题,解答题,"在△ABC中，角A,B,C对边为a,b,c，已知cosB=9/16，b=5，a/c=2/3。(1)求a；(2)求sinA；(3)求cos(B-2A)。",,(1)4；(2)√7/4；(3)57/64,"(1)①设a=2t,c=3t，余弦定理25=4t²+9t²-12t²·(9/16)=(25/4)t²，t=2，a=4,c=6；(2)①sinB=5√7/16，正弦定理4/sinA=5/(5√7/16)=16/√7，sinA=√7/4；(3)①a<b故A为锐角，cosA=3/4；②sin2A=2·(√7/4)(3/4)=3√7/8，cos2A=2·9/16-1=1/8；③cos(B-2A)=cosBcos2A+sinBsin2A=(9/16)(1/8)+(5√7/16)(3√7/8)=57/64。",K_TRI_003|K_TRI_015,T_TRI_001,E-CAL-001|E-CAL-002|E-CAL-007|E-FOM-001|E-LOG-005|E-LOG-008|E-MOD-001,4
Q_TRI_417,2024·北京·高考真题,解答题,在△ABC中，A为钝角，a=7，sin2B=(3√3/7)bcosB。(1)求A；(2)从条件①b=7、条件②cosB=13/14、条件③csinA=5√3/2中选一个使三角形存在，求面积。,,(1)2π/3；(2)选①无解，选②③面积15√3/4,(1)①2sinBcosB=(3√3/7)bcosB，A钝角故cosB≠0，得2sinB=(3√3/7)b；②b/sinB=14/(3√3)=a/sinA=7/sinA，sinA=√3/2，A钝角故A=2π/3；(2)选①：b=7则sinB=√3/2，B=π/3，A+B=π矛盾舍去；选②：sinB=3√3/14，b=3，sinC=sin(2π/3+B)=5√3/14，S=(1/2)·7·3·5√3/14=15√3/4；选③：c=5，sinC=5√3/14，sinB=3√3/14，S=15√3/4。,K_TRI_049,T_TRI_036,E-STR-014,5
Q_TRI_418,2023·北京·高考真题,选择题,在△ABC中，(a+c)(sinA-sinC)=b(sinA-sinB)，则∠C=（ ）,A.π/6|B.π/3|C.2π/3|D.5π/6,B,①由正弦定理将角化为边：(a+c)(a-c)=b(a-b)；②展开得a²-c²=ab-b²，即a²+b²-c²=ab；③由余弦定理cosC=(a²+b²-c²)/(2ab)=ab/(2ab)=1/2；④0<C<π，所以C=π/3。,K_TRI_004|K_TRI_003,T_TRI_002,E-CAL-001|E-CAL-002|E-CON-002|E-FOM-001|E-LOG-002|E-MOD-001,3
Q_TRI_419,2023·全国甲卷·高考真题,填空题,在△ABC中，∠BAC=60°，AB=2，BC=√6，∠BAC的角平分线交BC于D，则AD=____。,,2,①余弦定理：2²+b²-2·2·b·cos60°=6，即b²-2b-2=0，解得b=1+√3；②等面积法S△ABC=S△ABD+S△ACD：(1/2)·2·b·sin60°=(1/2)·2·AD·sin30°+(1/2)·AD·b·sin30°；③√3b=AD(1+b/2)，AD=2√3b/(2+b)=2√3(1+√3)/(3+√3)=2。,K_TRI_019,T_TRI_010,E-STR-007,4
Q_TRI_420,2023·新课标Ⅰ卷·高考真题,解答题,已知在△ABC中，A+B=3C，2sin(A-C)=sinB。(1)求sinA；(2)设AB=5，求AB边上的高。,,(1)3√10/10；(2)6,(1)①A+B=π-C=3C，得C=π/4；②2sin(A-C)=sinB=sin(A+C)展开：2sinAcosC-2cosAsinC=sinAcosC+cosAsinC，得sinAcosC=3cosAsinC，tanA=3；③A为锐角，sinA=3√10/10；(2)①cosA=√10/10，sinB=sin(A+C)=2√5/5；②正弦定理b=csinB/sinC=5·(2√5/5)/(√2/2)=2√10；③等面积法h=b·sinA=2√10·3√10/10=6。,K_TRI_013|K_TRI_020,T_TRI_020,E-CAL-006|E-CAL-009|E-CON-003|E-FOM-005|E-LOG-007|E-MOD-007|E-STR-008,4
Q_TRI_421,2023·新课标Ⅱ卷·高考真题,解答题,"记△ABC内角A,B,C对边为a,b,c，已知△ABC面积为√3，D为BC中点，AD=1。(1)若∠ADC=π/3，求tanB；(2)若b²+c²=8，求b,c。",,(1)√3/5；(2)b=c=2,(1)①S△ADC=(1/2)·1·(a/2)·sinπ/3=√3a/8=S△ABC/2=√3/2，得a=4，BD=DC=2；②∠ADB=2π/3，余弦定理c²=4+1-2·2·1·(-1/2)=7，c=√7；b²=4+1-2·2·1·(1/2)=3，b=√3；③cosB=(7+4-3)/(2·√7·2)=5√7/14，sinB=√21/14，tanB=√3/5；(2)①由中线向量关系4AD²+a²=2(b²+c²)，4+a²=16，a=2√3；②S△ADC=(1/2)·√3·1·sin∠ADC=√3/2，sin∠ADC=1，∠ADC=π/2；③b=c=√(1+3)=2。,K_TRI_018,T_TRI_009,E-FOM-006|E-STR-006,5
Q_TRI_422,2023·全国甲卷·高考真题,解答题,"记△ABC内角A,B,C对边为a,b,c，已知(b²+c²-a²)/cosA=2。(1)求bc；(2)若(acosB-bcosA)/(acosB+bcosA)-b/c=1，求△ABC面积。",,(1)bc=1；(2)√3/4,(1)①由余弦定理b²+c²-a²=2bccosA，所以(2bccosA)/cosA=2bc=2，bc=1；(2)①正弦定理化边为角：[sin(A-B)-sinB]/sin(A+B)=1；②sin(A-B)-sin(A+B)=sinB，即-2cosAsinB=sinB；③sinB≠0故cosA=-1/2，sinA=√3/2；④S=(1/2)bc·sinA=√3/4。,K_TRI_003|K_TRI_008,T_TRI_006,E-CAL-001|E-CAL-002|E-FOM-001|E-MOD-001|E-MOD-003|E-STR-001,4
Q_TRI_423,2023·全国乙卷·高考真题,解答题,在△ABC中，已知∠BAC=120°，AB=2，AC=1。(1)求sin∠ABC；(2)若D为BC上一点且∠BAD=90°，求△ADC的面积。,,(1)√21/14；(2)√3/10,(1)①余弦定理BC²=4+1-2·2·1·cos120°=7，BC=√7；②cosB=(BC²+AB²-AC²)/(2·BC·AB)=(7+4-1)/(4√7)=5√7/14；③sinB=√(1-25/28)=√21/14；(2)①∠DAC=120°-90°=30°；②S△ABD/S△ACD=[(1/2)·AB·AD·sin90°]/[(1/2)·AC·AD·sin30°]=2/(1/2)=4；③S△ACD=(1/5)S△ABC=(1/5)·(1/2)·2·1·sin120°=√3/10。,K_TRI_024|K_TRI_008,T_TRI_014,E-MOD-003|E-STR-001,4
Q_TRI_424,2023·天津·高考真题,解答题,在△ABC中，a=√39，b=2，∠A=120°。(1)求sinB；(2)求c；(3)求sin(B-C)。,,(1)√13/13；(2)5；(3)-7√3/26,(1)①正弦定理√39/sin120°=2/sinB，sinB=2·(√3/2)/√39=√13/13；(2)①余弦定理39=4+c²-2·2·c·(-1/2)=c²+2c+4；②c²+2c-35=0，c=5（舍去-7）；(3)①sinC=5·(√3/2)/√39=5√13/26，B、C均锐角；②cosC=3√39/26，cosB=2√39/13；③sin(B-C)=sinBcosC-cosBsinC=(√13/13)(3√39/26)-(2√39/13)(5√13/26)=-7√3/26。,K_TRI_002|K_TRI_003,T_TRI_001,E-CAL-001|E-CAL-002|E-CON-001|E-FOM-001|E-MOD-001,4
Q_TRI_425,2023·全国乙卷·高考真题,填空题,"已知点S,A,B,C均在半径为2的球面上，△ABC是边长为3的等边三角形，SA⊥平面ABC，则SA=____。",,2,①将三棱锥补成正三棱柱，设△ABC外接圆圆心为O₁，半径r；②正弦定理2r=AB/sinC=3/(√3/2)=2√3，r=√3；③设外接球球心为O，OA=2，OO₁=SA/2；④由OA²=OO₁²+O₁A²：4=(SA/2)²+3，SA²=4，SA=2。,K_TRI_022,T_TRI_012,E-CON-003|E-CON-004|E-MOD-008|E-MOD-009,4
Q_TRI_426,原创（基于十类题型解析版）,填空题,在△ABC中，(2b-√3c)/(√3a)=cosC/cosA，求A的值。,,π/6,"①由正弦定理边化角：(2sinB-√3sinC)/(√3sinA)=cosC/cosA；②交叉相乘：2sinBcosA=√3(sinAcosC+sinCcosA)=√3sin(A+C)=√3sinB；③sinB≠0，故cosA=√3/2；④A∈(0,π)，所以A=π/6。",K_TRI_013,T_TRI_020,E-CAL-006|E-CAL-009|E-CON-003|E-FOM-005|E-LOG-007,3
